cvrp_id,purch_lease,veh_model,tot_rebate,purch_price,air_dstrct,cnty,zipcode,census_trct,prev_tech_type,reason,residence_type,solar_panels,num_cars_HH,num_lic_drvr_HH,gender,HH_education,HH_income,tax_filing_status,HH_size,amer_indian_alskn_native,blck_afr_amer,east_asian,latino,middl_eastern,hawii_pac_islnd,south_asian,white,nan_ethnic,other_ethnic,cvrp_17,tech_type,age
A-236103,Lease,Ford C-MAX Energi,3500,31790.0,San Diego,San Diego,92024,6073017108.0,2.0,5.0,1,3.0,,2.0,2.0,6,-77.0,2.0,4.0,,,,,,,,1.0,,,0,PHEV,4.0
A-278683,Lease,BMW i3 REx,4500,44915.55,South Coast,Los Angeles,91006,6037430801.0,2.0,2.0,2,4.0,2.0,2.0,2.0,3,2.0,2.0,2.0,,,1.0,,,,,,,,1,BEV,5.0
A-224005,Lease,BMW i3 REx,4500,45145.0,San Luis Obispo,San Luis Obispo,93401,6079011503.0,,2.0,3,5.0,2.0,1.0,1.0,3,2.0,1.0,1.0,,,,,,,,,1.0,,0,BEV,2.0
A-219229,Lease,Ford Fusion Energi,3500,30825.0,South Coast,Orange,92807,6059021905.0,2.0,3.0,3,4.0,1.0,1.0,2.0,2,2.0,1.0,2.0,,,,,,,,1.0,,,0,PHEV,4.0
A-199879,Lease,Ford Fusion Energi,3000,30663.22,South Coast,Los Angeles,91801,6037481001.0,2.0,1.0,3,5.0,1.0,2.0,1.0,5,2.0,1.0,2.0,1.0,1.0,,,,,,1.0,,,0,PHEV,3.0
A-220305,Lease,Audi A3 e-tron,3500,40500.0,South Coast,Los Angeles,91355,6037920108.0,,1.0,3,5.0,2.0,1.0,1.0,3,2.0,1.0,2.0,,,,,,,1.0,,,,0,PHEV,3.0
A-199471,Lease,Ford C-MAX Energi,3000,31300.0,San Diego,San Diego,92104,6073002401.0,2.0,2.0,2,5.0,1.0,3.0,1.0,3,3.0,2.0,4.0,,,,,,1.0,,,,,0,PHEV,6.0
A-261399,Purchase,Toyota Prius Prime,3500,30437.0,South Coast,Riverside,92583,6065043508.0,5.0,9.0,1,1.0,2.0,2.0,1.0,4,4.0,2.0,4.0,,,,,,,,1.0,,,1,PHEV,3.0
A-236250,Lease,Nissan LEAF S,4500,25000.0,South Coast,San Bernardino,92324,6071012500.0,2.0,2.0,1,5.0,2.0,2.0,1.0,5,2.0,2.0,4.0,,,,1.0,,,,,,,0,BEV,2.0
A-269356,Lease,Ford C-MAX Energi,3500,29300.0,South Coast,Los Angeles,90032,6037201700.0,6.0,9.0,3,5.0,1.0,2.0,2.0,5,1.0,1.0,2.0,,,,1.0,,,,,,,1,PHEV,2.0
A-264937,Lease,Volkswagen e-Golf,4500,24125.0,Bay Area,Sonoma,95401,6097153002.0,2.0,2.0,2,4.0,2.0,2.0,1.0,3,3.0,2.0,3.0,,,,,,,,1.0,,,1,BEV,3.0
A-270283,Lease,Ford Fusion Energi,3500,33600.0,San Diego,San Diego,92054,6073018100.0,6.0,1.0,1,3.0,3.0,2.0,2.0,5,-77.0,1.0,3.0,,,,,,,,1.0,,,1,PHEV,5.0
A-265197,Purchase,Chevrolet Bolt EV,4500,38895.0,South Coast,Riverside,92508,6065042013.0,8.0,1.0,1,4.0,1.0,1.0,1.0,1,2.0,2.0,5.0,,,,,,,,,,1.0,1,BEV,4.0
A-270789,Lease,Chevrolet Bolt EV,4500,36462.24,South Coast,Los Angeles,90049,6037262303.0,6.0,1.0,1,1.0,2.0,2.0,2.0,6,2.0,4.0,3.0,,,,,,,,1.0,,,1,BEV,6.0
A-236137,Lease,FIAT 500e,4500,31717.98,San Diego,San Diego,92081,6073019702.0,2.0,1.0,1,1.0,4.0,3.0,1.0,3,3.0,2.0,4.0,,,,,,,,1.0,,,0,BEV,5.0
A-275976,Lease,Hyundai Sonata Plug-in Hybrid,3500,34772.0,South Coast,Los Angeles,91803,6037480902.0,2.0,2.0,-77,5.0,1.0,1.0,2.0,-77,1.0,1.0,1.0,,,,,,,,,1.0,,1,PHEV,-77.0
A-218823,Lease,Chevrolet Volt,3500,31725.0,South Coast,Orange,92805,6059087300.0,2.0,2.0,2,4.0,2.0,2.0,1.0,5,3.0,2.0,3.0,,,,,,,1.0,,,,0,PHEV,4.0
A-240356,Lease,Chevrolet Bolt EV,4500,36330.0,South Coast,Los Angeles,91401,6037124500.0,6.0,4.0,1,1.0,3.0,2.0,1.0,4,2.0,2.0,4.0,,,,,,,,1.0,,,0,BEV,4.0
A-235637,Lease,FIAT 500e,4500,31489.93,South Coast,Los Angeles,91766,6037403318.0,,1.0,3,5.0,1.0,1.0,1.0,6,1.0,1.0,1.0,,,,,1.0,,,,,,0,BEV,5.0
A-261423,Lease,Nissan LEAF SV,4500,29440.0,Bay Area,Sonoma,94952,6097150702.0,,3.0,1,-99.0,2.0,2.0,2.0,6,1.0,1.0,2.0,,,,,,,,1.0,,,1,BEV,7.0
A-260681,Purchase,Toyota Prius Prime,3500,34400.0,Santa Barbara,Santa Barbara,93458,6083002306.0,2.0,2.0,1,5.0,1.0,1.0,1.0,4,2.0,1.0,1.0,,,,1.0,,,,1.0,,,1,PHEV,2.0
A-265237,Lease,FIAT 500e,4500,31900.0,South Coast,San Bernardino,91764,6071001504.0,2.0,1.0,1,5.0,1.0,1.0,1.0,5,2.0,-77.0,1.0,,,1.0,,,,,,,,1,BEV,3.0
A-241717,Purchase,Toyota Prius Prime,3500,31200.0,South Coast,Los Angeles,90222,6037541200.0,2.0,3.0,1,3.0,2.0,2.0,2.0,4,1.0,4.0,2.0,,,,,,,,,1.0,,0,PHEV,6.0
A-270916,Purchase,Toyota Prius Prime,3500,25986.13,South Coast,Los Angeles,90057,6037208710.0,5.0,2.0,3,5.0,2.0,2.0,2.0,5,4.0,2.0,2.0,,,,1.0,,,,,,,1,PHEV,3.0
A-223622,Lease,Chevrolet Volt,3500,34675.0,Bay Area,Contra Costa,94505,6013304003.0,2.0,1.0,1,1.0,1.0,2.0,1.0,6,-77.0,2.0,2.0,,,,,,,,1.0,,,0,PHEV,6.0
A-276433,Lease,Chevrolet Volt,3500,34350.0,South Coast,Los Angeles,91326,6037108202.0,2.0,2.0,1,4.0,3.0,4.0,2.0,6,2.0,1.0,5.0,,,1.0,,,,,,,,1,PHEV,2.0
A-240534,Lease,Nissan LEAF S,4500,30107.0,South Coast,Los Angeles,90278,6037620522.0,2.0,1.0,2,5.0,2.0,4.0,2.0,5,2.0,2.0,4.0,,,,,1.0,,,,,,0,BEV,5.0
A-219341,Lease,FIAT 500e,4500,30728.97,South Coast,Orange,92612,6059062627.0,2.0,2.0,3,5.0,1.0,1.0,1.0,5,2.0,1.0,1.0,,,,,,,,1.0,,,0,BEV,3.0
A-201176,Lease,Ford Fusion Energi,3000,31885.0,Bay Area,Contra Costa,94509,6013307102.0,6.0,2.0,1,4.0,2.0,2.0,1.0,4,2.0,2.0,2.0,,,,,,,,1.0,,,0,PHEV,7.0
A-266917,Purchase,Toyota Prius Prime,3500,28618.0,South Coast,Los Angeles,91773,6037400403.0,2.0,2.0,1,4.0,4.0,4.0,2.0,6,2.0,2.0,4.0,,,1.0,,,,,,,,1,PHEV,5.0
A-234909,Lease,Kia Soul EV,4500,35117.89,South Coast,Orange,92692,6059032037.0,5.0,-99.0,1,4.0,2.0,2.0,2.0,5,2.0,2.0,2.0,,,,,,,,1.0,,,0,BEV,7.0
A-235265,Lease,Nissan LEAF SV,4500,28600.0,Bay Area,Sonoma,95472,6097153403.0,8.0,1.0,3,5.0,1.0,2.0,1.0,5,2.0,3.0,3.0,,,,,,,,1.0,,,0,BEV,5.0
A-247975,Purchase,Toyota Prius Prime,3500,33725.13,Butte,Butte,95969,6007002200.0,5.0,3.0,1,1.0,1.0,2.0,1.0,1,2.0,2.0,2.0,,,,,,,,1.0,,,0,PHEV,8.0
A-276228,Purchase,Toyota Prius Prime,3500,34408.3,San Joaquin Valley Unified,Tulare,93274,6107002400.0,5.0,6.0,1,1.0,2.0,2.0,1.0,5,3.0,2.0,4.0,,,,,,,,1.0,,,1,PHEV,3.0
A-240376,Lease,Ford C-MAX Energi,3500,36121.0,South Coast,Orange,92840,6059088401.0,2.0,4.0,1,5.0,1.0,2.0,2.0,-77,1.0,-77.0,4.0,,,,,,,,,1.0,,0,PHEV,4.0
A-261584,Purchase,Tesla Model 3,4500,50000.0,Bay Area,Alameda,94587,6001440331.0,8.0,2.0,3,5.0,3.0,2.0,1.0,2,3.0,2.0,4.0,,,,,,,,,1.0,,1,BEV,3.0
A-211526,Lease,FIAT 500e,4000,30855.0,South Coast,Los Angeles,90048,6037194500.0,8.0,2.0,1,-99.0,2.0,2.0,1.0,5,-77.0,2.0,5.0,,,,,,,,,1.0,,0,BEV,5.0
A-240745,Lease,FIAT 500e,4500,30306.09,South Coast,Los Angeles,90805,6037571704.0,2.0,1.0,3,5.0,3.0,3.0,1.0,5,2.0,2.0,3.0,,,,,,,1.0,,,,0,BEV,5.0
A-200865,Lease,Chevrolet Volt,3000,35575.0,Ventura,Ventura,91360,6111006400.0,6.0,9.0,1,1.0,1.0,2.0,1.0,6,2.0,2.0,2.0,,,,,,,,1.0,,,0,PHEV,8.0
A-191990,Lease,Volkswagen e-Golf,4000,26875.28,Bay Area,San Francisco,94130,6075017902.0,8.0,2.0,2,5.0,1.0,1.0,1.0,5,-77.0,1.0,1.0,,,,,,,,1.0,,,0,BEV,5.0
A-280580,Lease,Chevrolet Bolt EV,4500,33255.99,South Coast,San Bernardino,92346,6071007408.0,2.0,2.0,1,4.0,1.0,1.0,1.0,5,3.0,1.0,1.0,,,,1.0,,,,,,,1,BEV,5.0
A-270968,Lease,Kia Optima Plug-in Hybrid,3500,34345.0,South Coast,Los Angeles,90746,6037543321.0,2.0,3.0,2,4.0,4.0,5.0,2.0,3,3.0,1.0,5.0,,1.0,,,,,,,,1.0,1,PHEV,5.0
A-270948,Lease,Chevrolet Volt,3500,29095.0,South Coast,Los Angeles,91316,6037139001.0,8.0,2.0,3,5.0,1.0,1.0,1.0,-77,-77.0,-77.0,2.0,,,,,,,,1.0,,,1,PHEV,7.0
A-271043,Lease,Kia Soul EV,4500,36455.0,Bay Area,Sonoma,95403,6097152903.0,2.0,1.0,1,4.0,2.0,2.0,1.0,4,3.0,2.0,4.0,,,,1.0,,,,,,,1,BEV,3.0
A-223781,Lease,FIAT 500e,4500,34013.77,South Coast,Los Angeles,90013,6037207301.0,2.0,3.0,3,5.0,2.0,2.0,1.0,5,1.0,-77.0,2.0,,,,,,,,1.0,,,0,BEV,5.0
A-200890,Lease,FIAT 500e,4000,29789.71,South Coast,Los Angeles,90402,6037262802.0,8.0,3.0,1,4.0,1.0,2.0,1.0,3,1.0,1.0,2.0,,,,,,,,1.0,,,0,BEV,7.0
A-219351,Purchase,Toyota Prius Prime,3500,30069.0,South Coast,Los Angeles,91744,6037407501.0,2.0,1.0,1,5.0,2.0,2.0,2.0,5,2.0,2.0,4.0,,,,1.0,,,,,,,0,PHEV,3.0
A-222325,Purchase,Chevrolet Volt,3500,35455.0,South Coast,Los Angeles,91706,6037404701.0,,1.0,1,1.0,2.0,5.0,1.0,5,5.0,2.0,6.0,,,,,,,1.0,,,,0,PHEV,4.0
A-235751,Purchase,Ford C-MAX Energi,3500,33534.69,San Diego,San Diego,92009,6073020013.0,,3.0,3,5.0,1.0,1.0,2.0,2,1.0,1.0,1.0,,,,,,,,1.0,,,0,PHEV,6.0
A-206510,Lease,Chevrolet Volt,3000,36994.98,San Joaquin Valley Unified,Fresno,93619,6019005520.0,2.0,2.0,1,1.0,1.0,2.0,2.0,6,2.0,1.0,5.0,,,,,,,,1.0,,,0,PHEV,3.0
A-192791,Lease,Chevrolet Spark EV,4000,28471.69,South Coast,Los Angeles,90016,6037218400.0,2.0,3.0,1,3.0,2.0,1.0,2.0,5,3.0,2.0,3.0,,,,,,,,1.0,,,0,BEV,5.0
A-236171,Purchase,Chevrolet Volt,3500,32605.0,Sacramento Metro,Sacramento,95864,6067005702.0,2.0,1.0,1,4.0,2.0,2.0,2.0,6,-77.0,2.0,2.0,,,,,,,,1.0,,,0,PHEV,6.0
A-240772,Lease,FIAT 500e,4500,32527.37,South Coast,Orange,92677,6059042334.0,5.0,3.0,2,4.0,2.0,2.0,1.0,-77,2.0,-77.0,4.0,,,,,,,,1.0,,,0,BEV,4.0
A-234398,Lease,Kia Soul EV,4500,47095.0,South Coast,Orange,90680,6059087803.0,,1.0,3,5.0,3.0,4.0,2.0,2,-77.0,1.0,6.0,,,,1.0,,,,,,,0,BEV,2.0
A-260778,Lease,Ford C-MAX Energi,3500,30392.79,Sacramento Metro,Sacramento,95818,6067002500.0,6.0,3.0,1,5.0,1.0,2.0,2.0,-77,2.0,4.0,2.0,,,,,,,,1.0,,,1,PHEV,6.0
A-270433,Lease,Toyota Mirai Fuel Cell Vehicle,7000,57096.0,South Coast,Los Angeles,90504,6037650101.0,,,3,,2.0,2.0,1.0,6,1.0,2.0,2.0,,,,,,,1.0,,,,1,FCEV,6.0
A-189632,Lease,Chevrolet Spark EV,4000,25550.0,South Coast,Orange,92630,6059052425.0,,2.0,1,4.0,3.0,2.0,1.0,3,3.0,2.0,2.0,,,,,,,,1.0,,,0,BEV,5.0
A-223367,Lease,Ford C-MAX Energi,3500,31444.65,South Coast,Los Angeles,90038,6037192300.0,6.0,3.0,-77,5.0,1.0,1.0,-77.0,-77,-77.0,-77.0,1.0,,,,,,,,,1.0,,0,PHEV,-77.0
A-241745,Lease,FIAT 500e,4500,32525.0,San Joaquin Valley Unified,Fresno,93619,6019005518.0,2.0,2.0,1,1.0,3.0,4.0,1.0,5,5.0,2.0,7.0,,,,,,,,1.0,,,0,BEV,4.0
A-195743,Lease,Chevrolet Spark EV,4000,24960.0,Bay Area,Sonoma,95403,6097152903.0,,2.0,1,4.0,3.0,2.0,2.0,4,-77.0,2.0,2.0,,,,,,,,1.0,,,0,BEV,3.0
A-263479,Lease,FIAT 500e,4500,32913.59,South Coast,Los Angeles,90405,6037702202.0,2.0,3.0,3,-99.0,1.0,1.0,1.0,3,1.0,1.0,1.0,,1.0,,,,,,,,,1,BEV,4.0
A-240508,Lease,Chevrolet Volt,3500,32040.0,South Coast,Los Angeles,91020,6037300502.0,5.0,1.0,2,5.0,3.0,4.0,2.0,5,3.0,2.0,4.0,,,1.0,,,,,,,,0,PHEV,5.0
A-220845,Lease,Nissan LEAF S,4500,26604.0,Bay Area,Santa Clara,95138,6085512039.0,5.0,3.0,1,1.0,1.0,1.0,1.0,4,1.0,1.0,1.0,,,,,,,,,1.0,,0,BEV,6.0
A-238506,Purchase,Toyota Prius Prime,3500,34587.0,South Coast,Los Angeles,91732,6037432402.0,2.0,3.0,3,5.0,1.0,2.0,1.0,6,2.0,1.0,2.0,,,1.0,,,,,,,,0,PHEV,2.0
A-270428,Lease,Kia Soul EV,4500,33322.76,Bay Area,Sonoma,95407,6097153300.0,,2.0,1,1.0,4.0,3.0,2.0,5,2.0,2.0,4.0,,,,,,,,1.0,,,1,BEV,4.0
A-206585,Lease,FIAT 500e,4000,30070.41,San Diego,San Diego,92083,6073019405.0,2.0,2.0,2,4.0,2.0,2.0,1.0,5,-77.0,2.0,3.0,,,,,,,,1.0,,,0,BEV,5.0
A-223798,Lease,Toyota Prius Prime,3500,27570.0,Bay Area,Contra Costa,94806,6013392200.0,2.0,2.0,1,3.0,3.0,2.0,1.0,5,3.0,2.0,5.0,,,,,,,1.0,,,,0,PHEV,5.0
A-236723,Lease,Volkswagen e-Golf,4500,25200.0,Bay Area,Santa Clara,95035,6085504420.0,2.0,-99.0,1,4.0,3.0,2.0,1.0,6,-77.0,2.0,2.0,,,,,,,,,,1.0,0,BEV,7.0
A-219399,Purchase,Ford Fusion Energi,3500,39148.84,South Coast,Los Angeles,90008,6037703200.0,,2.0,1,4.0,2.0,3.0,1.0,6,-77.0,4.0,4.0,,,,,,,,,1.0,,0,PHEV,-77.0
A-220829,Lease,Volkswagen e-Golf,4500,26095.12,South Coast,Los Angeles,91103,6037461600.0,8.0,4.0,1,1.0,1.0,1.0,2.0,2,2.0,1.0,2.0,,1.0,,,,,,,,,0,BEV,2.0
A-234801,Lease,Kia Soul EV,4500,32181.02,South Coast,Riverside,92882,6065041912.0,,1.0,1,4.0,4.0,4.0,2.0,6,1.0,1.0,5.0,,,,,,,,1.0,,,0,BEV,2.0
A-278345,Lease,Ford Focus Electric,4500,21595.0,San Diego,San Diego,92122,6073008340.0,2.0,3.0,1,-99.0,1.0,1.0,1.0,6,-77.0,1.0,1.0,,,,,,,,1.0,,,1,BEV,5.0
A-189675,Purchase,Nissan LEAF S,4000,28900.0,Bay Area,Contra Costa,94505,6013304005.0,2.0,1.0,1,1.0,4.0,5.0,1.0,2,2.0,2.0,9.0,1.0,1.0,,,,,,,,,0,BEV,3.0
A-272869,Lease,Chevrolet Bolt EV,4500,34460.0,Bay Area,Alameda,94610,6001403701.0,2.0,3.0,1,5.0,1.0,2.0,1.0,6,4.0,2.0,3.0,,,,,,,,1.0,,,1,BEV,4.0
A-236601,Lease,Ford C-MAX Energi,3500,32965.0,San Diego,San Diego,92071,6073016607.0,2.0,9.0,2,3.0,1.0,2.0,1.0,5,-77.0,2.0,2.0,,,,,,,,1.0,,,0,PHEV,8.0
A-236730,Lease,Volkswagen e-Golf,4500,25600.0,Bay Area,Santa Clara,95035,6085504420.0,,4.0,1,4.0,3.0,2.0,2.0,5,-77.0,2.0,2.0,,,,,,,1.0,,,,0,BEV,6.0
A-247736,Lease,FIAT 500e,4500,33985.0,San Joaquin Valley Unified,Madera,93636,6039000508.0,,1.0,1,1.0,2.0,2.0,2.0,6,2.0,2.0,5.0,,,,,,,,1.0,,,0,BEV,5.0
A-220956,Purchase,Toyota Prius Prime,3500,35203.0,Monterey Bay Unified,Monterey,93944,6053012600.0,2.0,1.0,-99,5.0,1.0,1.0,2.0,5,1.0,1.0,1.0,,,,,,,,,,1.0,0,PHEV,2.0
A-222359,Lease,Volkswagen e-Golf,4500,25446.8,South Coast,Los Angeles,90232,6037702400.0,2.0,2.0,3,4.0,1.0,1.0,2.0,5,2.0,1.0,1.0,,,,,,,,1.0,,,0,BEV,3.0
A-265141,Lease,Chevrolet Volt,3500,31625.0,South Coast,Orange,92675,6059042310.0,,1.0,3,2.0,1.0,3.0,1.0,1,2.0,1.0,3.0,,,,1.0,,,,,,,1,PHEV,2.0
A-212060,Lease,Chevrolet Volt,3000,37478.9,South Coast,Los Angeles,91605,6037122000.0,6.0,2.0,1,-99.0,2.0,2.0,1.0,5,1.0,1.0,2.0,,,,,,,,,1.0,,0,PHEV,2.0
A-234971,Lease,Kia Soul EV,4500,34000.0,South Coast,Los Angeles,90047,6037237900.0,5.0,2.0,2,5.0,1.0,,1.0,2,2.0,1.0,4.0,,1.0,,,,,,,,,0,BEV,4.0
A-261642,Lease,Chevrolet Bolt EV,4500,34655.83,South Coast,Orange,92656,6059062638.0,5.0,3.0,1,4.0,2.0,2.0,1.0,6,2.0,2.0,4.0,,,,,,,,1.0,,,1,BEV,6.0
A-274316,Lease,Ford Focus Electric,4500,29594.03,Bay Area,Alameda,94550,6001451501.0,8.0,1.0,1,3.0,2.0,3.0,1.0,6,2.0,2.0,4.0,,,,,,,,,,1.0,1,BEV,7.0
A-248336,Lease,FIAT 500e,4500,31600.0,South Coast,Los Angeles,91001,6037460100.0,2.0,5.0,-77,4.0,2.0,1.0,2.0,5,-77.0,-77.0,1.0,,,,,,,,1.0,,,0,BEV,-77.0
A-219596,Purchase,Tesla Model X,4500,95700.0,South Coast,Orange,92606,6059052527.0,2.0,1.0,1,1.0,2.0,2.0,1.0,5,5.0,2.0,7.0,,,,,,,,,,1.0,0,BEV,4.0
A-274107,Lease,Honda Clarity Electric,4500,37235.68,South Coast,Riverside,92563,6065043291.0,2.0,-99.0,2,4.0,2.0,3.0,1.0,5,2.0,2.0,3.0,,,,,,,,1.0,,,1,BEV,6.0
A-221056,Lease,Chevrolet Volt,3500,28701.61,South Coast,Los Angeles,91354,6037920109.0,2.0,2.0,1,4.0,4.0,5.0,2.0,5,2.0,2.0,5.0,,,,,,,,1.0,,,0,PHEV,4.0
A-241479,Lease,Ford C-MAX Energi,3500,29053.75,South Coast,Riverside,92562,6065043206.0,2.0,2.0,1,4.0,,2.0,2.0,3,2.0,2.0,1.0,,,,,,,,1.0,,,0,PHEV,7.0
A-270864,Lease,Chevrolet Bolt EV,4500,35079.69,South Coast,Orange,92648,6059099309.0,2.0,3.0,3,5.0,1.0,1.0,2.0,4,-77.0,1.0,1.0,,,,,,,,1.0,,,1,BEV,6.0
A-223858,Lease,FIAT 500e,4500,33064.64,South Coast,Los Angeles,90066,6037271902.0,,3.0,3,5.0,,2.0,1.0,5,2.0,2.0,2.0,,,,,,,,1.0,,,0,BEV,6.0
A-236748,Lease,Nissan LEAF SL,4500,26899.8,Bay Area,Santa Clara,95014,6085508101.0,,1.0,3,5.0,2.0,2.0,2.0,5,1.0,4.0,4.0,,,1.0,,,,,,,,0,BEV,2.0
A-200555,Purchase,Chevrolet Volt,3000,32390.0,South Coast,Orange,92843,6059088501.0,2.0,2.0,1,4.0,3.0,2.0,1.0,5,3.0,2.0,4.0,,,,1.0,,,,,,,0,PHEV,2.0
A-221200,Purchase,Chevrolet Volt,3500,32828.28,Shasta,Shasta,96003,6089011802.0,1.0,1.0,1,4.0,2.0,3.0,2.0,6,3.0,2.0,3.0,,,,,,,,1.0,,,0,PHEV,4.0
A-222230,Lease,FIAT 500e,4500,32846.14,South Coast,Los Angeles,90210,6037700801.0,,1.0,1,5.0,3.0,5.0,1.0,5,1.0,1.0,5.0,,,,,,,,1.0,,,0,BEV,2.0
A-188313,Lease,Chevrolet Spark EV,4000,23114.0,Northern Sierra,Nevada,95959,6057000801.0,2.0,2.0,1,4.0,1.0,1.0,1.0,5,2.0,4.0,3.0,,,,,,,,1.0,,,0,BEV,3.0
A-210312,Lease,Chevrolet Spark EV,0,22408.65,Bay Area,Alameda,94587,6001440308.0,,1.0,2,5.0,4.0,4.0,1.0,6,6.0,2.0,8.0,,,,,,,,,,1.0,0,BEV,5.0
A-193624,Lease,Ford C-MAX Energi,3000,30665.0,El Dorado,El Dorado,95667,6017030901.0,2.0,3.0,1,3.0,3.0,2.0,1.0,5,3.0,2.0,2.0,,,,,,,,,1.0,,0,PHEV,6.0
A-235825,Lease,Chevrolet Volt,3500,30750.0,South Coast,Orange,90620,6059110500.0,2.0,2.0,1,-99.0,1.0,3.0,1.0,5,3.0,2.0,4.0,,,,1.0,,,,,,,0,PHEV,4.0
A-223851,Purchase,Toyota Prius Prime,3500,35343.0,San Diego,San Diego,92084,6073019602.0,2.0,4.0,1,1.0,3.0,3.0,2.0,6,2.0,2.0,3.0,,,,,,,,1.0,,,0,PHEV,5.0
A-223893,Lease,FIAT 500e,4500,30936.02,South Coast,Los Angeles,90290,6037800102.0,,3.0,1,5.0,4.0,2.0,2.0,6,6.0,1.0,2.0,,,,,,,,1.0,,,0,BEV,5.0
A-268038,Lease,smart Electric Fortwo Coupe,4500,17550.0,San Diego,San Diego,92117,6073008504.0,2.0,1.0,1,1.0,3.0,3.0,2.0,6,4.0,1.0,3.0,,,,,,,,1.0,,,1,BEV,3.0
A-219594,Lease,Tesla Model X,4500,101000.0,Bay Area,Alameda,94560,6001444100.0,1.0,3.0,1,3.0,4.0,2.0,1.0,4,4.0,2.0,4.0,,,,,,,,1.0,,,0,BEV,4.0
A-272682,Lease,FIAT 500e,4500,29639.45,South Coast,Los Angeles,91006,6037431400.0,2.0,1.0,1,5.0,2.0,2.0,2.0,3,1.0,1.0,3.0,,,,,,,,,,1.0,1,BEV,6.0
A-221533,Lease,Chevrolet Volt,3000,33020.8,South Coast,Los Angeles,90401,6037701902.0,,5.0,3,5.0,2.0,2.0,1.0,5,4.0,2.0,3.0,,,,1.0,,,,,,,0,PHEV,2.0
A-221655,Lease,Chevrolet Volt,3500,34991.0,Mendocino,Mendocino,95437,6045010400.0,,3.0,1,-99.0,2.0,2.0,1.0,4,2.0,2.0,4.0,,,,,,,,1.0,,,0,PHEV,4.0
A-221513,Lease,Ford Fusion Energi,3500,30614.63,South Coast,Orange,92868,6059076000.0,2.0,1.0,3,4.0,3.0,3.0,1.0,2,4.0,2.0,6.0,,,,,,,,1.0,,,0,PHEV,4.0
A-222412,Lease,BMW i3 REx,4500,47473.11,Bay Area,Santa Clara,95116,6085501401.0,2.0,1.0,3,5.0,1.0,1.0,1.0,-77,1.0,1.0,1.0,,,1.0,,,,,,,,0,BEV,2.0
A-274381,Purchase,Chrysler Pacifica,3500,47898.96,Feather River,Yuba,95918,6115041000.0,2.0,1.0,1,1.0,3.0,2.0,1.0,4,4.0,2.0,6.0,,,,,,,,1.0,,,1,PHEV,3.0
A-270776,Purchase,Toyota Prius Prime,3500,28506.7,El Dorado,El Dorado,95667,6017031000.0,8.0,3.0,1,1.0,1.0,2.0,1.0,5,2.0,2.0,2.0,,,,,,,,1.0,,,1,PHEV,7.0
A-240668,Lease,Nissan LEAF S,4500,27750.0,South Coast,Riverside,92880,6065040616.0,2.0,2.0,1,1.0,3.0,2.0,2.0,4,-77.0,1.0,5.0,,,1.0,,,,,,,,0,BEV,4.0
A-254664,Purchase,Toyota Prius Prime,3500,30304.0,South Coast,Los Angeles,90019,6037212800.0,2.0,1.0,3,5.0,2.0,2.0,1.0,5,2.0,2.0,2.0,,,,,,,,,1.0,,1,PHEV,2.0
A-236749,Lease,Tesla Model S 70 and above,4500,103250.0,South Coast,Orange,92618,6059052517.0,2.0,5.0,3,5.0,2.0,2.0,1.0,5,2.0,1.0,2.0,,,1.0,,,,,,,,0,BEV,3.0
A-268039,Lease,Chevrolet Volt,3500,29990.0,South Coast,Los Angeles,91344,6037106643.0,2.0,3.0,1,5.0,2.0,2.0,1.0,5,2.0,2.0,2.0,,,,,,,,1.0,,,1,PHEV,6.0
A-268056,Lease,Ford Fusion Energi,3500,30600.0,San Diego,San Diego,92105,6073002702.0,2.0,8.0,3,5.0,3.0,3.0,1.0,-77,-77.0,2.0,6.0,,1.0,,,,,,,,,1,PHEV,3.0
A-267912,Lease,BMW i3 REx,4500,48000.0,South Coast,Los Angeles,90250,6037602403.0,,1.0,2,5.0,2.0,1.0,1.0,6,4.0,1.0,1.0,,,,,,,,,1.0,,1,BEV,2.0
A-272681,Lease,Honda Clarity Electric,4500,37223.27,Ventura,Ventura,93063,6111008303.0,2.0,5.0,3,4.0,2.0,1.0,1.0,3,2.0,1.0,1.0,,,,,,,,1.0,,,1,BEV,5.0
A-201102,Lease,Toyota Mirai Fuel Cell Vehicle,6500,44224.41,South Coast,Los Angeles,90805,6037570501.0,2.0,,3,,1.0,1.0,2.0,5,4.0,1.0,1.0,,,1.0,,,,,,,,0,FCEV,4.0
A-221144,Lease,Audi A3 e-tron,3500,36091.45,South Coast,Los Angeles,90291,6037273800.0,8.0,2.0,-77,5.0,1.0,1.0,-77.0,4,-77.0,-77.0,1.0,,,,,,,,,1.0,,0,PHEV,3.0
A-221554,Lease,Nissan LEAF S,4500,30389.0,San Diego,San Diego,92056,6073019302.0,2.0,2.0,1,5.0,3.0,4.0,2.0,3,3.0,2.0,4.0,,,,,,,,1.0,,,0,BEV,5.0
A-268145,Lease,Nissan LEAF SL,4500,32321.94,South Coast,Riverside,92883,6065041910.0,2.0,4.0,1,3.0,3.0,2.0,1.0,3,2.0,4.0,3.0,,,,1.0,,,,,,,1,BEV,3.0
A-222235,Lease,FIAT 500e,4500,32199.68,South Coast,Los Angeles,90011,6037226410.0,2.0,1.0,1,5.0,2.0,2.0,1.0,3,2.0,4.0,2.0,,,,1.0,,,,,,,0,BEV,3.0
