cvrp_id,purch_lease,veh_model,tot_rebate,purch_price,air_dstrct,cnty,zipcode,census_trct,prev_tech_type,reason,residence_type,solar_panels,num_cars_HH,num_lic_drvr_HH,gender,HH_education,HH_income,tax_filing_status,HH_size,amer_indian_alskn_native,blck_afr_amer,east_asian,latino,middl_eastern,hawii_pac_islnd,south_asian,white,nan_ethnic,other_ethnic,cvrp_17,tech_type,age
A-268332,Lease,Volkswagen e-Golf,4500,31345.0,South Coast,Los Angeles,90808,6037573700.0,2.0,2.0,1,-99.0,2.0,2.0,2.0,6,3.0,2.0,5.0,,,,,,,,1.0,,,1,BEV,3.0
A-227978,Lease,Tesla Model S 75,4500,76600.0,South Coast,Los Angeles,91343,6037117302.0,5.0,3.0,1,4.0,3.0,2.0,1.0,3,3.0,2.0,2.0,,,,,,,,1.0,,,0,BEV,6.0
A-276880,Purchase,Nissan LEAF SL,4500,28850.0,Bay Area,San Francisco,94117,6075016500.0,8.0,3.0,2,3.0,1.0,1.0,-77.0,4,2.0,1.0,1.0,,,,,,,,,1.0,,1,BEV,4.0
A-243034,Purchase,Chevrolet Volt,3500,31488.0,South Coast,Riverside,92571,6065042620.0,2.0,2.0,1,3.0,2.0,3.0,2.0,6,2.0,1.0,4.0,,,,1.0,,,,,,,0,PHEV,2.0
A-243061,Lease,Chevrolet Volt,3500,32654.47,South Coast,Los Angeles,91104,6037462100.0,6.0,3.0,1,3.0,2.0,2.0,1.0,6,2.0,2.0,3.0,,,,,,,,1.0,,,0,PHEV,6.0
A-243072,Lease,Chevrolet Volt,3500,32000.0,South Coast,Los Angeles,91202,6037301206.0,2.0,2.0,3,4.0,3.0,3.0,-77.0,6,2.0,4.0,3.0,,,,,,,,,,1.0,0,PHEV,-77.0
A-275524,Lease,Chevrolet Bolt EV,4500,37055.0,San Joaquin Valley Unified,Kern,93263,6029004101.0,2.0,3.0,1,3.0,1.0,2.0,1.0,4,1.0,1.0,2.0,,,,1.0,,,,,,,1,BEV,2.0
A-240243,Lease,Chevrolet Volt,3500,31927.0,South Coast,Los Angeles,90024,6037265303.0,6.0,2.0,3,5.0,1.0,1.0,1.0,5,2.0,1.0,1.0,,,,,,,,,1.0,,0,PHEV,5.0
A-256207,Lease,FIAT 500e,4500,32359.12,South Coast,Los Angeles,91506,6037310800.0,2.0,3.0,3,5.0,1.0,1.0,2.0,6,1.0,1.0,1.0,,,,,,,,1.0,,,1,BEV,5.0
A-209455,Lease,Chevrolet Volt,3000,36424.42,South Coast,Los Angeles,90403,6037701501.0,6.0,1.0,3,5.0,2.0,2.0,1.0,6,1.0,2.0,3.0,,,,,,,1.0,1.0,,,0,PHEV,5.0
A-243079,Lease,FIAT 500e,4500,31101.34,South Coast,Orange,92653,6059062625.0,2.0,3.0,1,5.0,2.0,2.0,1.0,3,2.0,2.0,2.0,,,,,,,,1.0,,,0,BEV,5.0
A-249335,Lease,BMW i3 REx,4500,51373.07,Bay Area,Sonoma,95404,6097152202.0,,7.0,1,4.0,2.0,1.0,1.0,5,1.0,1.0,1.0,,,,,,,,1.0,,,1,BEV,7.0
A-256262,Lease,Chevrolet Volt,3500,33858.4,South Coast,Los Angeles,90802,6037576503.0,2.0,2.0,3,5.0,1.0,1.0,1.0,5,1.0,1.0,1.0,,,,,,,,1.0,,,1,PHEV,2.0
A-256339,Lease,Volkswagen e-Golf,4500,23675.0,Bay Area,Contra Costa,94804,6013383000.0,,2.0,3,4.0,2.0,2.0,1.0,5,3.0,2.0,5.0,,,,1.0,,,,,,,1,BEV,3.0
A-269647,Lease,Ford C-MAX Energi,3500,23830.0,Kern,Kern,93523,6029005700.0,2.0,2.0,1,3.0,2.0,2.0,1.0,4,3.0,2.0,4.0,,,,1.0,,,,,,,1,PHEV,3.0
A-258812,Purchase,Toyota Prius Prime,3500,33818.0,South Coast,Los Angeles,90057,6037208710.0,6.0,4.0,3,5.0,2.0,2.0,2.0,5,3.0,1.0,2.0,,,,1.0,,,,,,,1,PHEV,6.0
A-282999,Lease,Toyota Mirai Fuel Cell Vehicle,7000,57191.15,South Coast,Orange,92620,6059052417.0,2.0,,1,,3.0,3.0,1.0,5,2.0,2.0,3.0,,,1.0,,,,,,,,1,FCEV,6.0
A-212973,Lease,Nissan LEAF S,4500,30550.0,South Coast,Riverside,92503,6065031501.0,,2.0,1,5.0,2.0,2.0,1.0,3,3.0,2.0,4.0,,1.0,,,,,,,,,0,BEV,4.0
A-196603,Lease,Chevrolet Spark EV,4000,23671.57,Bay Area,Sonoma,95403,6097152702.0,8.0,3.0,1,1.0,3.0,2.0,2.0,6,2.0,2.0,2.0,,,,,,,,1.0,,,0,BEV,7.0
A-196599,Lease,Kia Soul EV,4000,34670.0,South Coast,Orange,92688,6059032051.0,2.0,2.0,3,5.0,2.0,2.0,2.0,3,3.0,2.0,4.0,,,,1.0,,,,1.0,,,0,BEV,3.0
A-228449,Lease,Volkswagen e-Golf,4500,26698.0,Bay Area,Alameda,94608,6001400800.0,2.0,3.0,1,5.0,3.0,4.0,2.0,6,2.0,1.0,4.0,,,,,,,,,1.0,,0,BEV,4.0
A-264422,Purchase,Toyota Prius Prime,3500,27671.39,South Coast,Orange,92832,6059011601.0,2.0,1.0,1,4.0,1.0,2.0,1.0,2,3.0,2.0,4.0,,,,1.0,,,,,,,1,PHEV,4.0
A-196783,Lease,FIAT 500e,4000,31172.62,South Coast,Orange,92869,6059021917.0,2.0,3.0,1,-99.0,4.0,5.0,2.0,5,2.0,1.0,5.0,,,1.0,,,,,,,,0,BEV,2.0
A-273211,Purchase,Chevrolet Volt,3500,33245.0,Mendocino,Mendocino,95460,6045011002.0,2.0,3.0,1,-99.0,2.0,1.0,2.0,5,1.0,1.0,1.0,,,,,,,,1.0,,,1,PHEV,7.0
A-279130,Purchase,Ford Focus Electric,4500,29526.0,Bay Area,San Mateo,94080,6081601800.0,5.0,-99.0,1,-99.0,1.0,2.0,2.0,4,-77.0,2.0,2.0,,,,,,,,1.0,,,1,BEV,7.0
A-239348,Lease,Chevrolet Bolt EV,4500,37300.0,Ventura,Ventura,93003,6111001900.0,2.0,3.0,2,-99.0,1.0,1.0,2.0,5,2.0,1.0,1.0,,,,,,,,1.0,,,0,BEV,6.0
A-263491,Purchase,Chevrolet Volt,3500,30195.0,South Coast,Los Angeles,90660,6037502401.0,2.0,9.0,3,5.0,2.0,4.0,1.0,6,3.0,1.0,5.0,,,,1.0,,,,1.0,,,1,PHEV,2.0
A-271306,Purchase,Tesla Model 3,4500,56000.0,Bay Area,Santa Clara,95014,6085507703.0,5.0,3.0,2,5.0,2.0,2.0,1.0,3,2.0,2.0,2.0,,,,,,,1.0,,,,1,BEV,3.0
A-262534,Purchase,Chevrolet Bolt EV,4500,36567.0,South Coast,Los Angeles,90068,6037189600.0,8.0,3.0,1,4.0,2.0,2.0,1.0,6,2.0,2.0,2.0,,,,,,,,,1.0,,1,BEV,6.0
A-249427,Lease,Chevrolet Volt,3500,30318.0,South Coast,Los Angeles,91745,6037408202.0,8.0,2.0,2,-99.0,2.0,2.0,1.0,5,2.0,1.0,4.0,,,1.0,,,,,,,,0,PHEV,3.0
A-269663,Lease,BMW i3 REx,4500,50650.0,Bay Area,San Mateo,94066,6081603700.0,2.0,6.0,1,3.0,3.0,3.0,1.0,3,2.0,2.0,4.0,,,,,,,,,,1.0,1,BEV,5.0
A-228176,Lease,Nissan LEAF S,4000,30425.0,Bay Area,San Francisco,94121,6075047801.0,8.0,1.0,3,4.0,1.0,1.0,1.0,3,1.0,1.0,1.0,,,,,,,,1.0,,,0,BEV,8.0
A-249465,Lease,Chevrolet Volt,3500,30405.0,South Coast,Orange,92617,6059062614.0,,2.0,3,3.0,1.0,2.0,1.0,6,3.0,2.0,4.0,,,1.0,,,,,,,,0,PHEV,3.0
A-228237,Lease,Nissan LEAF S,4500,26295.0,San Joaquin Valley Unified,Fresno,93720,6019005505.0,2.0,2.0,1,1.0,1.0,1.0,2.0,3,1.0,1.0,1.0,,,1.0,,,,,,,,0,BEV,4.0
A-228239,Lease,Chevrolet Bolt EV,4500,43015.0,Northern Sonoma,Sonoma,95448,6097153902.0,6.0,4.0,2,5.0,2.0,2.0,1.0,6,-77.0,2.0,2.0,,,,,,,,1.0,,,0,BEV,6.0
A-209686,Lease,FIAT 500e,4000,31668.92,South Coast,Los Angeles,91436,6037139701.0,2.0,1.0,1,4.0,1.0,2.0,1.0,6,2.0,2.0,4.0,,,,,,,,,1.0,,0,BEV,4.0
A-243181,Purchase,Tesla Model X,4000,92200.0,South Coast,Los Angeles,91390,6037920020.0,2.0,1.0,1,-99.0,2.0,1.0,2.0,6,3.0,4.0,6.0,,,,1.0,,,,,,,0,BEV,5.0
A-271336,Purchase,Chevrolet Volt,3500,31100.0,South Coast,Riverside,92557,6065042212.0,8.0,2.0,1,1.0,3.0,2.0,1.0,6,5.0,4.0,7.0,,,,,,,,1.0,,,1,PHEV,4.0
A-228261,Purchase,Toyota Prius Prime,3500,30779.1,Monterey Bay Unified,Santa Cruz,95062,6087100800.0,5.0,1.0,1,1.0,2.0,2.0,1.0,6,4.0,2.0,2.0,,,,,,,,1.0,,,0,PHEV,7.0
A-263802,Purchase,Tesla Model X,4500,101500.0,San Diego,San Diego,92056,6073019302.0,,1.0,1,3.0,3.0,2.0,1.0,2,5.0,2.0,3.0,,,,,,,1.0,,,,1,BEV,5.0
A-281745,Lease,Honda Clarity Electric,4500,37235.68,San Diego,San Diego,92154,6073010010.0,2.0,1.0,2,5.0,2.0,1.0,1.0,5,3.0,2.0,5.0,,,1.0,,,,,,,,1,BEV,4.0
A-281740,Purchase,Toyota Prius Prime,3500,26516.0,Bay Area,Santa Clara,95020,6085512603.0,2.0,1.0,1,5.0,4.0,4.0,1.0,6,1.0,2.0,4.0,,,1.0,,,,,,,,1,PHEV,6.0
A-209824,Lease,FIAT 500e,4000,30755.29,South Coast,Los Angeles,90031,6037197200.0,8.0,2.0,3,5.0,2.0,2.0,1.0,6,2.0,1.0,3.0,,,,,,,,1.0,,,0,BEV,5.0
A-209828,Purchase,Chevrolet Volt,3000,31885.0,San Diego,San Diego,92065,6073020801.0,5.0,,1,1.0,2.0,2.0,1.0,6,4.0,2.0,6.0,,,,,,,,1.0,,,0,PHEV,3.0
A-210083,Purchase,Tesla Model X,4000,113200.0,Bay Area,Santa Clara,95138,6085503334.0,,2.0,1,1.0,4.0,4.0,1.0,4,2.0,2.0,6.0,,,,,,,1.0,,,,0,BEV,4.0
A-256635,Lease,Chevrolet Bolt EV,4500,40030.0,Bay Area,Marin,94904,6041131100.0,,2.0,1,1.0,3.0,2.0,2.0,6,2.0,1.0,2.0,,,,,,,,1.0,,,1,BEV,4.0
A-251993,Purchase,Toyota Prius Prime,3500,30304.0,South Coast,Los Angeles,90631,6037500100.0,6.0,4.0,-77,4.0,1.0,2.0,1.0,6,4.0,1.0,2.0,,,,,,,,1.0,,,1,PHEV,5.0
A-251693,Lease,Ford C-MAX Energi,3500,26027.61,Yolo-Solano,Yolo,95691,6113010201.0,,1.0,2,4.0,1.0,1.0,1.0,3,1.0,1.0,1.0,,,,,,,,1.0,,,1,PHEV,2.0
A-245228,Purchase,Toyota Prius Prime,3500,29551.0,Santa Barbara,Santa Barbara,93117,6083002906.0,5.0,5.0,2,5.0,2.0,1.0,1.0,3,2.0,1.0,1.0,,,,,,,,1.0,,,0,PHEV,5.0
A-251853,Lease,FIAT 500e,4500,31558.67,South Coast,Orange,92706,6059075401.0,8.0,2.0,1,4.0,3.0,2.0,1.0,6,1.0,2.0,2.0,,,,,,,,,,1.0,1,BEV,5.0
A-228464,Lease,FIAT 500e,4500,31170.0,South Coast,Los Angeles,91208,6037300800.0,,1.0,3,5.0,2.0,2.0,2.0,6,2.0,2.0,4.0,,,,,,,,1.0,,,0,BEV,3.0
A-256441,Lease,Nissan LEAF S,4500,26159.31,San Joaquin Valley Unified,Fresno,93625,6019001600.0,2.0,2.0,1,1.0,1.0,1.0,1.0,2,1.0,2.0,2.0,,,,,,,,,,1.0,1,BEV,6.0
A-243157,Lease,FIAT 500e,4500,32990.0,San Joaquin Valley Unified,Fresno,93720,6019005516.0,2.0,1.0,3,5.0,2.0,2.0,2.0,5,1.0,1.0,2.0,,,,,,,,1.0,,,0,BEV,2.0
A-243163,Lease,Chevrolet Bolt EV,4500,40002.95,South Coast,Los Angeles,90280,6037536104.0,8.0,4.0,1,3.0,2.0,3.0,1.0,4,3.0,1.0,6.0,,,,1.0,,,,,,,0,BEV,3.0
A-251805,Lease,Chevrolet Bolt EV,4500,36685.0,South Coast,Los Angeles,90713,6037570902.0,8.0,3.0,1,5.0,2.0,2.0,1.0,3,2.0,4.0,4.0,,,,,,,,1.0,,,1,BEV,3.0
A-256468,Lease,Ford C-MAX Energi,3500,28536.0,South Coast,Orange,92617,6059062614.0,,2.0,3,5.0,1.0,1.0,2.0,5,-77.0,1.0,1.0,,1.0,,,,,,,,,1,PHEV,2.0
A-249512,Lease,Chevrolet Volt,3500,33000.0,South Coast,Los Angeles,91502,6037310703.0,5.0,3.0,1,4.0,2.0,4.0,1.0,5,1.0,1.0,4.0,,,,,1.0,,,,,,0,PHEV,5.0
A-249528,Lease,Ford Fusion Energi,3500,39395.0,South Coast,Riverside,92211,6065051400.0,5.0,9.0,1,1.0,1.0,2.0,1.0,3,2.0,2.0,2.0,,,,,,,,1.0,,,0,PHEV,8.0
A-251821,Lease,FIAT 500e,4500,31650.94,South Coast,Los Angeles,91304,6037113232.0,2.0,1.0,1,1.0,2.0,1.0,1.0,3,1.0,-77.0,1.0,,,,,,,,1.0,,,1,BEV,5.0
A-251866,Lease,FIAT 500e,4500,31631.5,South Coast,Los Angeles,91776,6037481103.0,8.0,2.0,2,5.0,1.0,1.0,2.0,5,2.0,1.0,1.0,,,1.0,,,,,,,,1,BEV,2.0
A-251861,Lease,BMW i3 REx,4500,47009.69,Bay Area,Contra Costa,94547,6013356002.0,2.0,4.0,1,4.0,2.0,2.0,2.0,4,3.0,2.0,4.0,,,1.0,,,,,,,,1,BEV,4.0
A-209772,Lease,FIAT 500e,4000,30808.46,South Coast,Los Angeles,91205,6037302102.0,2.0,1.0,3,5.0,3.0,4.0,2.0,2,1.0,2.0,4.0,,,,,,,,1.0,,,0,BEV,4.0
A-195489,Lease,Chevrolet Spark EV,4000,22145.0,Bay Area,Santa Clara,94086,6085508703.0,2.0,3.0,2,3.0,4.0,4.0,1.0,6,3.0,2.0,5.0,,,,,,,1.0,,,,0,BEV,5.0
A-209833,Lease,Chevrolet Volt,3000,31095.0,South Coast,Los Angeles,91335,6037131701.0,6.0,9.0,3,5.0,2.0,2.0,1.0,5,3.0,2.0,3.0,,,,,,,,1.0,,,0,PHEV,5.0
A-280242,Purchase,Chrysler Pacifica,3500,40780.0,El Dorado,El Dorado,95667,6017031000.0,5.0,1.0,1,-99.0,3.0,2.0,1.0,3,2.0,2.0,2.0,,,,,,,,1.0,,,1,PHEV,7.0
A-243242,Lease,Ford C-MAX Energi,3500,31512.42,San Diego,San Diego,92128,6073017056.0,2.0,1.0,1,4.0,1.0,1.0,2.0,3,1.0,2.0,1.0,,,,,1.0,,,,,,0,PHEV,8.0
A-252103,Purchase,FIAT 500e,4500,34295.05,San Diego,San Diego,92028,6073018905.0,8.0,1.0,3,5.0,1.0,2.0,2.0,4,2.0,2.0,2.0,,,,,,,,1.0,,,1,BEV,2.0
A-252121,Lease,Ford Focus Electric,4500,27500.0,Bay Area,Santa Clara,95014,6085507703.0,,2.0,2,5.0,2.0,2.0,1.0,5,4.0,2.0,3.0,,,,1.0,,,,,,,1,BEV,3.0
A-245432,Lease,FIAT 500e,4500,33990.0,San Joaquin Valley Unified,Kern,93313,6029003124.0,8.0,2.0,1,4.0,2.0,1.0,2.0,3,2.0,1.0,1.0,,,,1.0,,,,,,,0,BEV,5.0
A-202686,Lease,Chevrolet Spark EV,4000,23731.68,Bay Area,Santa Clara,95128,6085502001.0,2.0,2.0,1,3.0,1.0,2.0,2.0,6,3.0,2.0,1.0,,,,,,,,1.0,,,0,BEV,5.0
A-212593,Lease,FIAT 500e,4000,31500.0,San Joaquin Valley Unified,Kern,93312,6029003812.0,2.0,1.0,1,4.0,3.0,2.0,2.0,6,4.0,2.0,5.0,,,,1.0,,,,,,,0,BEV,4.0
A-202759,Purchase,Tesla Model S 60,4000,70700.0,South Coast,Los Angeles,91326,6037108102.0,2.0,3.0,2,5.0,1.0,1.0,1.0,5,1.0,1.0,1.0,,,,,,,,1.0,,,0,BEV,4.0
A-256814,Lease,Nissan LEAF S,4500,26163.0,Bay Area,Contra Costa,94582,6013355117.0,,3.0,1,3.0,2.0,3.0,1.0,6,-77.0,2.0,4.0,,,1.0,,,,,,,,1,BEV,4.0
A-228609,Purchase,Toyota Prius Prime,3500,28289.0,Ventura,Ventura,93021,6111007612.0,1.0,3.0,1,5.0,3.0,2.0,1.0,5,2.0,2.0,2.0,,,,,,,,,1.0,,0,PHEV,6.0
A-202418,Lease,Nissan LEAF S,4000,27384.0,South Coast,Riverside,92557,6065042412.0,8.0,2.0,1,1.0,2.0,3.0,1.0,5,2.0,2.0,4.0,,,,,,,,1.0,,,0,BEV,6.0
A-243241,Lease,Chevrolet Volt,3500,32684.34,Santa Barbara,Santa Barbara,93427,6083001901.0,6.0,2.0,-99,4.0,1.0,1.0,1.0,2,2.0,1.0,,,,,,,,,1.0,,,0,PHEV,7.0
A-202467,Lease,Nissan LEAF SV,4000,30450.0,Bay Area,Sonoma,95472,6097153401.0,8.0,-99.0,1,1.0,2.0,2.0,1.0,4,1.0,2.0,2.0,,,,,,,,1.0,,,0,BEV,5.0
A-210841,Lease,Chevrolet Spark EV,4000,22375.0,South Coast,Los Angeles,90032,6037201200.0,2.0,1.0,1,3.0,3.0,1.0,1.0,4,2.0,1.0,1.0,,,,1.0,,,,,,,0,BEV,4.0
A-215175,Lease,Chevrolet Spark EV,4500,24729.9,South Coast,Orange,90621,6059110604.0,,4.0,2,5.0,3.0,2.0,2.0,3,4.0,2.0,5.0,,,1.0,,,,1.0,,,,0,BEV,4.0
A-245421,Purchase,Tesla Model X,4500,113500.0,Bay Area,San Mateo,94402,6081606500.0,2.0,3.0,1,3.0,2.0,2.0,2.0,5,2.0,2.0,4.0,,,1.0,,,,,,,,0,BEV,4.0
A-252112,Lease,Kia Optima Plug-in Hybrid,3500,32264.0,South Coast,Los Angeles,90002,6037240700.0,2.0,2.0,1,5.0,2.0,2.0,2.0,4,3.0,4.0,4.0,,1.0,,,,,,,,,1,PHEV,5.0
A-202749,Lease,BMW i3 REx,4000,51585.07,South Coast,Los Angeles,91770,6037432202.0,2.0,2.0,1,2.0,3.0,4.0,-77.0,-77,-77.0,-77.0,6.0,,,,,,,,,1.0,,0,BEV,-77.0
A-228618,Lease,FIAT 500e,4500,32775.0,San Joaquin Valley Unified,Fresno,93619,6019005912.0,2.0,2.0,1,4.0,3.0,3.0,2.0,3,3.0,3.0,3.0,,,,,,,,1.0,,,0,BEV,4.0
A-228602,Lease,Chevrolet Volt,3000,31699.62,South Coast,Orange,90620,6059110301.0,6.0,3.0,1,4.0,2.0,2.0,2.0,4,2.0,1.0,2.0,,,,1.0,,,,,,,0,PHEV,6.0
A-212711,Lease,Nissan LEAF S,4500,29575.0,Bay Area,Sonoma,95401,6097152100.0,2.0,3.0,1,5.0,1.0,1.0,2.0,5,2.0,1.0,1.0,,,,,,,,1.0,,,0,BEV,5.0
A-202838,Lease,Chevrolet Volt,3000,30490.0,South Coast,Los Angeles,91732,6037432500.0,6.0,2.0,2,5.0,1.0,1.0,1.0,5,2.0,4.0,2.0,,,,1.0,,,,,,,0,PHEV,4.0
A-243291,Lease,Chevrolet Volt,3500,38911.0,Sacramento Metro,Sacramento,95864,6067005701.0,6.0,4.0,1,4.0,3.0,3.0,-77.0,-77,-77.0,2.0,3.0,,,,,,,,,1.0,,0,PHEV,-77.0
A-202912,Lease,FIAT 500e,4000,31703.02,South Coast,Los Angeles,90066,6037271400.0,8.0,5.0,1,5.0,2.0,2.0,1.0,6,1.0,1.0,2.0,,,,,,,,1.0,,,0,BEV,5.0
A-202910,Lease,Volkswagen e-Golf,4000,24150.0,Bay Area,Alameda,94618,6001400200.0,,2.0,1,4.0,2.0,1.0,1.0,6,1.0,1.0,,,,,,,,,1.0,,,0,BEV,5.0
A-202969,Lease,Chevrolet Spark EV,4000,23245.0,South Coast,Los Angeles,91791,6037408005.0,2.0,2.0,1,4.0,3.0,3.0,2.0,2,2.0,2.0,3.0,,,,,,,,,,1.0,0,BEV,5.0
A-202887,Lease,Chevrolet Volt,3000,30000.0,South Coast,Los Angeles,91402,6037120400.0,,1.0,3,5.0,3.0,3.0,2.0,3,1.0,2.0,5.0,,,,,,,,1.0,,,0,PHEV,4.0
A-228931,Lease,Ford Fusion Energi,3500,32281.0,South Coast,Los Angeles,91744,6037407802.0,,3.0,1,5.0,3.0,2.0,1.0,3,3.0,2.0,4.0,,,,1.0,,,,,,,0,PHEV,1.0
A-197448,Lease,Tesla Model S 60,4000,70200.0,South Coast,Los Angeles,90049,6037264301.0,2.0,7.0,3,5.0,1.0,2.0,1.0,6,1.0,1.0,2.0,,,,,1.0,,,,,,0,BEV,6.0
A-252182,Purchase,Toyota Prius Prime,1517,30283.0,South Coast,Los Angeles,91706,6037404702.0,2.0,2.0,2,3.0,2.0,2.0,1.0,5,2.0,1.0,3.0,,,1.0,,,,,,,,1,PHEV,3.0
A-213163,Lease,Nissan LEAF S,4500,29629.0,Bay Area,Sonoma,94928,6097151301.0,,2.0,1,4.0,3.0,2.0,1.0,6,2.0,1.0,3.0,,,,,,,,1.0,,,0,BEV,6.0
A-269731,Purchase,Toyota Prius Prime,3500,28324.0,South Coast,Los Angeles,91016,6037430902.0,2.0,1.0,3,-99.0,1.0,1.0,2.0,6,1.0,1.0,1.0,,,1.0,,,,,,,,1,PHEV,5.0
A-216181,Lease,Chevrolet Volt,3500,33775.37,South Coast,Los Angeles,91208,6037300800.0,5.0,3.0,3,5.0,1.0,1.0,1.0,2,1.0,1.0,1.0,,,,,,,,1.0,,,0,PHEV,2.0
A-213324,Lease,Volkswagen e-Golf,4000,26318.66,South Coast,Los Angeles,90063,6037530601.0,2.0,1.0,2,4.0,2.0,1.0,1.0,3,2.0,4.0,4.0,,,,1.0,,,,,,,0,BEV,3.0
A-271418,Lease,Chevrolet Bolt EV,4500,34224.16,Bay Area,Santa Clara,95126,6085500500.0,8.0,3.0,1,1.0,3.0,2.0,1.0,3,3.0,2.0,5.0,,,,,,,1.0,,,,1,BEV,4.0
A-203139,Lease,Kia Soul EV,4000,32820.0,Bay Area,Alameda,94706,6001420600.0,8.0,1.0,2,3.0,2.0,2.0,1.0,5,2.0,2.0,4.0,,,,,,,,1.0,,,0,BEV,7.0
A-228962,Lease,Ford Focus Electric,4500,25863.05,San Diego,San Diego,92084,6073019207.0,,1.0,1,5.0,4.0,2.0,1.0,6,2.0,4.0,4.0,,,,1.0,,,,,,,0,BEV,4.0
A-203239,Purchase,Ford C-MAX Energi,3000,34754.93,Bay Area,Alameda,94541,6001434000.0,2.0,1.0,1,5.0,1.0,1.0,2.0,3,3.0,1.0,3.0,,,,,,,,,,1.0,0,PHEV,3.0
A-256965,Lease,Ford C-MAX Energi,3500,32095.39,South Coast,Riverside,92234,6065044932.0,2.0,2.0,1,1.0,4.0,2.0,1.0,3,5.0,2.0,2.0,,,,,,,,1.0,,,1,PHEV,6.0
A-213432,Purchase,Hyundai Sonata Plug-in Hybrid,3000,32681.0,South Coast,Riverside,92223,6065043822.0,2.0,1.0,1,4.0,2.0,2.0,1.0,5,4.0,2.0,6.0,,,,,,,,1.0,,,0,PHEV,3.0
A-215185,Lease,FIAT 500e,4500,30800.0,South Coast,Los Angeles,91040,6037102107.0,2.0,2.0,1,4.0,3.0,3.0,1.0,5,2.0,2.0,3.0,,,,,,,1.0,,,,0,BEV,4.0
A-216582,Purchase,Chevrolet Volt,3500,34363.05,Bay Area,Solano,94591,6095250604.0,5.0,3.0,1,1.0,3.0,2.0,2.0,6,3.0,2.0,4.0,,,,1.0,,,,1.0,,,0,PHEV,4.0
A-228718,Lease,FIAT 500e,4500,31111.11,South Coast,Orange,92782,6059075515.0,2.0,1.0,1,5.0,2.0,4.0,2.0,6,1.0,2.0,4.0,,,,,,,,,1.0,,0,BEV,2.0
A-228744,Purchase,Tesla Model S 75,4500,91700.0,Ventura,Ventura,93021,6111007614.0,2.0,4.0,1,4.0,3.0,4.0,2.0,5,1.0,2.0,4.0,,,1.0,,,,,,,,0,BEV,6.0
A-196943,Lease,Chevrolet Spark EV,4000,24499.0,Northern Sierra,Nevada,95959,6057000801.0,,5.0,1,-99.0,2.0,1.0,2.0,6,2.0,1.0,1.0,,,,,,,,1.0,,,0,BEV,7.0
A-249595,Lease,FIAT 500e,4500,31555.0,San Diego,San Diego,92021,6073016503.0,2.0,-99.0,-99,5.0,1.0,1.0,1.0,4,1.0,1.0,1.0,,,,,,,,1.0,,,1,BEV,6.0
A-273336,Purchase,FIAT 500e,4500,33459.0,South Coast,Orange,92618,6059052518.0,2.0,4.0,3,5.0,1.0,1.0,2.0,4,2.0,1.0,1.0,,,,,,,,1.0,,,1,BEV,5.0
A-202986,Lease,Nissan LEAF SV,4000,31418.0,South Coast,Orange,90720,6059110108.0,,4.0,3,4.0,3.0,3.0,2.0,5,2.0,1.0,4.0,,,1.0,,,,,,,,0,BEV,2.0
A-203113,Lease,FIAT 500e,4000,29361.52,South Coast,Los Angeles,91607,6037124000.0,2.0,3.0,1,4.0,2.0,3.0,1.0,6,4.0,2.0,5.0,,,,,,,,1.0,,,0,BEV,4.0
A-213351,Lease,Kia Soul EV,4000,36150.0,South Coast,Los Angeles,91203,6037301801.0,2.0,1.0,1,5.0,2.0,2.0,2.0,2,1.0,2.0,6.0,,,,1.0,,,,,,,0,BEV,2.0
A-256933,Purchase,Toyota Prius Prime,3500,36000.0,Bay Area,Alameda,94606,6001405200.0,5.0,2.0,1,3.0,2.0,1.0,2.0,6,2.0,1.0,1.0,,,,,,,,1.0,,,1,PHEV,6.0
A-203217,Lease,Chevrolet Spark EV,4000,26390.0,San Joaquin Valley Unified,Fresno,93619,6019005518.0,1.0,2.0,1,3.0,1.0,1.0,1.0,3,2.0,1.0,1.0,1.0,,,,,,,1.0,,,0,BEV,2.0
A-249707,Purchase,Toyota Prius Prime,3500,27572.0,South Coast,Los Angeles,91311,6037113102.0,2.0,2.0,1,4.0,3.0,4.0,1.0,5,2.0,2.0,4.0,,,,1.0,,,,,,,1,PHEV,5.0
A-256987,Lease,Toyota Mirai Fuel Cell Vehicle,7000,55605.82,South Coast,Orange,92865,6059076208.0,,,1,,2.0,,1.0,6,2.0,2.0,2.0,,,,,,,,,1.0,,1,FCEV,3.0
A-215331,Purchase,Toyota Prius Prime,3500,29963.0,South Coast,Los Angeles,91010,6037430002.0,5.0,2.0,2,4.0,1.0,1.0,1.0,3,1.0,1.0,1.0,,,,,,,,1.0,,,0,PHEV,6.0
A-257005,Lease,Hyundai Ioniq Electric,4500,30385.0,South Coast,Orange,92618,6059052506.0,,3.0,2,4.0,2.0,2.0,1.0,6,3.0,4.0,5.0,,,,,,,1.0,,,,1,BEV,4.0
A-229016,Lease,FIAT 500e,4500,33630.06,South Coast,Los Angeles,91356,6037139303.0,2.0,1.0,3,,1.0,1.0,2.0,4,1.0,1.0,1.0,,,,,,,,1.0,,,0,BEV,2.0
A-214911,Purchase,Toyota Prius Prime,3500,34244.0,South Coast,Los Angeles,91354,6037920109.0,5.0,3.0,2,5.0,1.0,1.0,2.0,6,1.0,1.0,1.0,,,,,,,,,,1.0,0,PHEV,4.0
